taz,coord-x,coord-y,area
71,414790,4593759,801278.28
72,415304,4595163,230671.02000000002
73,415789,4595117,230671.02000000002
74,416251,4595226,230671.02000000002
75,415398,4594574,206389.86000000002
76,415793,4594562,210436.72
77,416157,4594497,161874.4
78,416626,4594651,481576.34
79,415877,4593838,1371885.54
80,412582,4592973,886262.3400000001
81,413842,4593143,457295.18
82,414636,4593168,214483.58000000002
83,413718,4592920,987433.8400000001
84,414613,4592738,938871.52
85,413778,4591854,805325.14
86,412146,4591378,441107.74
87,412672,4591221,829606.3
88,413361,4591038,752715.9600000001
89,415426,4593082,234717.88
90,415223,4592634,566560.4
91,414770,4591830,740575.38
92,414384,4591210,461342.04000000004
93,413961,4590844,226624.16
94,411992,4590408,190202.42
95,412526,4590153,473482.62
96,413027,4589940,611075.86
97,413705,4590214,683919.34
98,411952,4589313,437060.88
99,412434,4589365,789137.7000000001
100,413048,4588988,396592.28
101,413598,4588889,813418.86
102,411933,4588423,222577.30000000002
103,412448,4588415,396592.28
104,413066,4588347,360170.54000000004
105,411915,4587585,566560.4
106,412469,4587488,704153.64
107,413277,4587856,829606.3
108,413692,4587334,635357.02
109,412069,4586391,364217.4
110,412516,4586538,437060.88
111,413148,4586536,420873.44
112,413646,4586386,331842.52
113,412565,4585668,918637.22
114,413209,4585666,461342.04000000004
115,413745,4585632,627263.3
116,412609,4584800,509904.36000000004
117,413192,4584776,246858.46000000002
118,413707,4584622,700106.78
119,412699,4584041,513951.22000000003
120,413156,4584271,404686
121,413864,4583799,513951.22000000003
122,413144,4582953,991480.7000000001
123,413884,4582897,744622.24
124,413231,4581282,1667306.32
125,414005,4581534,922684.0800000001
126,413070,4579319,1169542.54
127,414055,4580087,1853461.8800000001
128,413592,4578358,2173163.8200000003
129,413225,4578243,704153.64
130,412531,4580763,594888.42
131,411291,4579368,3969969.66
132,412464,4579253,1133120.8
133,410420,4577479,3314378.3400000003
134,412321,4577786,1711821.78
135,411817,4577154,2011289.4200000002
136,400872,4570258,57238787.84
137,403455,4563700,28587019.04
138,408610,4575359,8785733.06
139,410580,4575780,1558041.1
140,411323,4575440,2832802
141,410113,4574014,1521619.36
142,411569,4573798,2335038.22
143,409912,4572556,1800852.7
144,411677,4572522,2436209.72
145,412828,4575753,2755911.66
146,413178,4574189,2476678.3200000003
147,413305,4572557,2764005.38
148,405178,4573206,4172312.66
149,406889,4573216,3286050.3200000003
150,405231,4569626,9129716.16
151,406681,4571063,3168691.38
152,406660,4568783,4038766.2800000003
153,408419,4573290,3395315.54
154,408082,4571308,4354421.36
155,409912,4571624,1015761.86
156,411575,4571400,1926305.36
157,413227,4570831,2869223.74
158,410292,4571024,546326.1
159,411571,4570423,1205964.28
160,412741,4569787,1048136.74
161,408326,4568792,4216828.12
162,410070,4569015,3014910.7
163,408063,4567087,3532908.7800000003
164,410482,4567214,4479874.0200000005
165,409902,4570431,951012.1
166,411529,4569262,3706923.7600000002
167,412839,4568775,1634931.44
168,413302,4567247,5216402.54
169,416575.64415,4577637.24478,1355698.1
170,416148.988,4576894.03731,1675400.04
171,415347,4576124,3403409.2600000002
172,414409,4574716,2302663.34
173,415539,4574489,2764005.38
174,416472,4574117,1683493.76
175,417709,4577634,724387.9400000001
176,417565,4577096,878168.62
177,418995,4576697,1529713.08
178,417415,4575708,2994676.4
179,418819.58319,4575302.89059,2335038.22
180,417352,4573744,1578275.4000000001
181,418414,4573785,1189776.84
182,420103.21432,4575232.813,2982535.8200000003
183,421100,4575496,1812993.28
184,419485,4574158,776997.12
185,420284,4574042,659638.18
186,419734,4573473,1023855.5800000001
187,421179,4573807,1566134.82
188,414606,4572138,2290522.7600000002
189,415643,4572243,1723962.36
190,416204,4572387,1222151.72
191,417510,4572477,2367413.1
192,416927,4570940,922684.0800000001
193,417844,4571424,2039617.4400000002
194,418292,4570372,1120980.22
195,417570,4569547,2221726.14
196,419319,4572623,926730.9400000001
197,420047,4572543,546326.1
198,420908,4572599,1748243.52
199,419262,4571683,692013.06
200,420107,4571624,667731.9
201,420720,4571730,295420.78
202,419289,4570665,1104792.78
203,420157,4570714,1541853.6600000001
204,419185,4569362,1015761.86
205,419888,4569399,594888.42
206,415154,4570458,1885836.76
207,414566,4569834,1452822.74
208,414938,4568094,2456444.02
209,416212,4570213,1999148.84
210,416082,4568380,2800427.12
211,416125,4567127,2156976.38
212,417617,4568080,1614697.1400000001
213,417564,4566824,801278.28
214,418322,4568058,1210011.1400000001
215,419275,4568401,1088605.34
216,419364,4567637,946965.24
217,420298,4568830,951012.1
218,420624,4569292,307561.36
219,420289,4567571,566560.4
220,420868,4568029,696059.92
221,419118,4566928,319701.94
222,419617,4566597,700106.78
223,420303,4566935,546326.1
224,420831,4566828,639403.88
225,421285,4567406,501810.64
226,421557,4566284,1052183.6
227,406766,4565538,3686689.46
228,407934,4565590,1197870.56
229,408776,4565470,1833227.58
230,410004,4565917,1723962.36
231,410009,4564939,1299042.06
232,411407,4565959,1238339.1600000001
233,411653,4564931,1416401
234,406731,4563932,3176785.1
235,408332,4564173,1307135.78
236,409991,4564153,1307135.78
237,411619,4564039,1177636.26
238,412963,4565951,2124601.5
239,414585,4565157,1092652.2
240,413201,4564854,1294995.2
241,413228,4564055,1286901.48
242,414709,4564123,1205964.28
243,413239,4563289,1294995.2
244,413004,4562145,1991055.12
245,407973,4562935,1307135.78
246,408781,4562913,1286901.48
247,409981,4563269,1331416.94
248,410001,4562562,1278807.76
249,411670,4563289,1294995.2
250,411606,4562523,1299042.06
251,407925,4561262,1335463.8
252,408794,4561303,2326944.5
253,410214,4561137,1586369.12
254,411548,4561740,1294995.2
255,414501,4562941,1594462.84
256,414988,4562308,1752290.3800000001
257,415823,4563175,445154.60000000003
258,416296,4562300,781043.98
259,415285,4561080,4030672.56
260,406719,4561697,4718638.76
261,403388,4559414,4071141.16
262,404982,4559421,3585517.96
263,406828.33276,4559531.58927,3545049.3600000003
264,403243,4557420,4139937.7800000003
265,404929,4557572,3456018.44
266,406757.40921,4557238.39458,3476252.74
267,407907,4559638,1772524.6800000002
268,408736,4559662,1290948.34
269,408522,4557909,1776571.54
270,408380,4556884,2051758.02
271,409927,4559700,2606177.84
272,411546.25852,4560871.7672,1250479.74
273,411187.01439,4559980.04058,1044089.88
274,413302,4561213,1493291.34
275,412057,4559554,1906071.06
276,413685,4560780,716294.22
277,413383,4560020,1076464.76
278,412724,4559209,473482.62
279,413483,4559194,756762.8200000001
280,414221,4559271,598935.28
281,409669,4558307,1533759.94
282,410377,4558009,760809.68
283,411115,4558159,1303088.92
284,409489,4556869,1027902.4400000001
285,410293,4556803,930777.8
286,411934,4558420,687966.2000000001
287,411996,4557675,849840.6
288,412784,4558463,598935.28
289,413783,4558461,594888.42
290,414240.22389,4558484.94175,396592.28
291,413085,4557648,813418.86
292,413857,4557657,647497.6
293,411093,4556820,942918.38
294,411965,4556805,712247.36
295,412548,4556786,530138.66
296,413010,4556868,493716.92000000004
297,413583,4556892,756762.8200000001
298,416352,4565579,2695208.7600000002
299,415494,4565100,748669.1
300,415502,4564363,493716.92000000004
301,417487,4565960,1242386.02
302,418372,4566551,679872.48
303,418335,4565805,453248.32
304,418955,4565991,449201.46
305,419353,4565914,368264.26
306,419892,4565978,473482.62
307,420445,4565798,845793.74
308,415935,4564149,469435.76
309,416880,4564419,388498.56
310,416469,4563381,1521619.36
311,417392,4564451,477529.48000000004
312,417332,4563080,1181683.12
313,417744,4564906,258999.04
314,418326,4565184,222577.30000000002
315,417823,4564455,194249.28
316,418088,4564679,101171.5
317,418307,4564675,109265.22
318,418548,4564674,109265.22
319,418802.87155,4564656.7337,109265.22
320,418088,4564184,105218.36
321,418297,4564183,109265.22
322,418537,4564173,109265.22
323,418784,4564171,109265.22
324,418074,4563764,149733.82
325,418281,4563725,105218.36
326,418519,4563708,109265.22
327,418758,4563711,109265.22
328,418050,4563256,137593.24
329,418286,4563252,109265.22
330,418515,4563247,105218.36
331,418750,4563240,109265.22
332,419159,4565135,542279.24
333,419223,4564613,323748.8
334,419222,4564155,323748.8
335,419214,4563692,323748.8
336,420133,4565061,509904.36000000004
337,420088,4564594,428967.16000000003
338,420071,4564131,428967.16000000003
339,420055,4563670,428967.16000000003
340,421295,4565306,522044.94
341,421311,4564854,1096699.06
342,421760,4564612,404686
343,420992,4564104,428967.16000000003
344,421800,4564083,404686
345,417738,4562924,331842.52
346,418131,4562764,323748.8
347,418504,4562781,161874.4
348,418723,4562779,161874.4
349,419198,4563223,323748.8
350,420042,4563205,428967.16000000003
351,419196,4562759,319701.94
352,420027,4562737,428967.16000000003
353,420127,4562311,323748.8
354,420982,4563635,428967.16000000003
355,421763,4563622,465388.9
356,420937,4563011,756762.8200000001
357,421763,4563034,497763.78
358,417292,4561853,700106.78
359,417270,4560774,1315229.5
360,418094,4562102,246858.46000000002
361,418607,4562075,254952.18000000002
362,417670,4561503,287327.06
363,418143,4561486,287327.06
364,418484,4561567,283280.2
365,419211,4562284,384451.7
366,419121,4561577,615122.72
367,419606,4561820,238764.74000000002
368,420099,4561658,667731.9
369,420789,4562261,372311.12
370,421652,4562163,1023855.5800000001
371,420836,4561573,772950.26
372,418288,4560741,530138.66
373,418884,4560944,283280.2
374,418897,4560592,238764.74000000002
375,419442,4560701,372311.12
376,419861,4560750,230671.02000000002
377,420196,4560576,635357.02
378,420708,4560466,1278807.76
379,420775,4559416,461342.04000000004
380,421636,4560183,1214058
381,416015,4560134,1278807.76
382,416689,4560346,857934.3200000001
383,415733,4559235,760809.68
384,417478,4559907,412779.72000000003
385,418093,4560085,202343
386,418172,4559831,343983.10000000003
387,417389,4559123,420873.44
388,418201,4559330,594888.42
389,419008,4559845,938871.52
390,418808,4558905,861981.18
391,419686,4559341,647497.6
392,420062,4559530,481576.34
393,420187,4558815,295420.78
394,414512,4556986,829606.3
395,414860,4558974,675825.62
396,415780,4557325,3027051.2800000003
397,415275,4556513,870074.9
398,416050,4558689,1044089.88
399,416681,4558560,1432588.44
400,417879,4558579,623216.4400000001
401,417184,4557964,615122.72
402,417744,4557996,538232.38
403,418449,4558038,441107.74
404,417691,4556906,1756337.24
405,418484,4557379,319701.94
406,419113,4557571,598935.28
407,419613,4556494,2792333.4
408,420963,4555878,1558041.1
409,421071,4554913,3047285.58
410,420003,4558085,1610650.28
411,420787,4557127,534185.52
412,421608,4558048,4107562.9
413,421734,4556723,1201917.42
414,422719,4556192,1566134.82
415,423680,4555313,2088179.76
416,404323,4555518,6924177.46
417,405344,4553221,3249628.58
418,407240.41575,4551484.45025,4427264.84
419,407667,4550028,4621514.12
420,406725.88764,4555520.46867,2347178.8000000003
421,408397,4555288,2351225.66
422,406437,4554215,2610224.7
423,408245.9397,4553666.0418,1299042.06
424,408263.20999,4554408.66441,1299042.06
425,410030,4555916,833653.16
426,409900,4555262,1303088.92
427,409876,4554385,1303088.92
428,409886,4553700,1307135.78
429,411094.57097,4556022.36609,461342.04000000004
430,411874,4555950,453248.32
431,411072.46499,4555230.97216,651544.46
432,411872.70131,4555213.28738,627263.3
433,411885.96489,4554395.36629,647497.6
434,411068.0438,4554404.20868,647497.6
435,411072.46499,4553634.92073,647497.6
436,411868.28011,4553599.55117,647497.6
437,412721.57077,4555244.23575,663685.04
438,413530.04989,4552059.09782,679872.48
439,412637.56806,4555911.83621,453248.32
440,413490,4555882,530138.66
441,413484,4555206,687966.2000000001
442,412686.20121,4553564.18161,675825.62
443,412672.93762,4554373.26031,659638.18
444,413479,4554416,667731.9
445,413450,4553594,659638.18
446,412802,4552817,764856.54
447,413566,4552761,534185.52
448,412698.60251,4551933.9636,611075.86
449,408315,4552881,1303088.92
450,409824,4552830,1303088.92
451,408442,4551604,2347178.8000000003
452,409845.2808,4551242.26407,1303088.92
453,409835.28642,4552016.82873,1278807.76
454,409814,4549987,2468584.6
455,411076.88619,4552825.84203,651544.46
456,411837.33175,4552786.05127,647497.6
457,411397,4552001,1282854.62
458,411369,4551186,1307135.78
459,411362,4549959,2598084.12
460,413301,4550194,5556338.78
461,414280,4552339,764856.54
462,414197,4551195,315655.08
463,414911,4551214,1092652.2
464,414831,4550206,914590.36
465,415572,4550234,1056230.46
466,414179,4555245,651544.46
467,414389,4553856,1270714.04
468,414705,4552576,550372.96
469,414935,4553683,1189776.84
470,417275,4553650,15584457.860000001
471,416188,4551166,1610650.28
472,417374,4551816,4791482.24
473,418931,4554980,5908415.600000001
474,421477,4553717,2173163.8200000003
475,420404,4551600,2484772.04
476,421467,4551798,3411502.98
477,423081,4553747,1011715
478,423940,4553806,534185.52
479,422473,4553044,1703728.06
480,423063,4551793,2023430
481,424031,4552452,1489244.48
482,408295,4548422,6130992.9
483,409364,4546667,8142282.32
484,410113,4548754,1181683.12
485,411370,4548783,1286901.48
486,411337,4548020,1307135.78
487,411753,4547191,995527.56
488,412972,4548708,1331416.94
489,414588,4548776,1177636.26
490,412963.81505,4547947.05306,1250479.74
491,414556,4547973,2055804.8800000001
492,412897,4547191,1230245.44
493,414637,4547207,1274760.9000000001
494,412926,4546349,1290948.34
495,414777,4546416,1323323.22
496,416054,4548377,1428541.58
497,416753,4548658,1509478.78
498,412875,4544874,7118426.74
499,414750,4545485,2456444.02
500,416166,4546362,1889883.62
501,416077.38632,4545337.31044,1954633.3800000001
502,416036.80091,4544195.75575,1525666.22
503,417353,4545011,1031949.3
504,417430,4546480,1626837.72
505,417871,4546803,1396166.7
506,417879,4545500,963152.68
507,418844,4545086,1157401.96
508,417100,4543001,4617467.26
509,418158,4544095,1578275.4000000001
510,419456,4543939,1096699.06
511,418806,4542915,1736102.94
512,419836,4542750,1703728.06
513,418736,4541445,1974867.6800000002
514,419619,4540750,1978914.54
515,420653,4540495,2662833.88
516,416754,4550456,481576.34
517,417786,4550035,1278807.76
518,416803,4549694,1392119.84
519,417756,4548432,1408307.28
520,418887,4549870,1825133.86
521,420142,4549879,2347178.8000000003
522,418770,4548382,1942492.8
523,419781,4548479,789137.7000000001
524,421548,4549962,1792758.98
525,422734,4549676,2161023.24
526,422175,4548715,2371459.96
527,421379,4548109,2865176.88
528,423963,4548959,2019383.1400000001
529,423961,4546526,2128648.36
530,418673,4547102,874121.76
531,419254,4546558,841746.88
532,419403,4545629,295420.78
533,419903,4546662,1161448.82
534,421250,4546857,3545049.3600000003
535,420077,4545244,1764430.96
536,422283,4545792,3763579.8000000003
537,420638,4544062,1715868.6400000001
538,422179,4544758,2788286.54
539,422742,4543954,1634931.44
540,420652,4542845,959105.8200000001
541,421753,4542967,1035996.16
542,422996,4543135,1108839.6400000001
543,422552,4542311,1234292.3
544,422978,4541513,1553994.24
545,424059,4543010,3771673.52
546,421346,4541806,1938445.9400000002
547,421995,4540526,1776571.54
548,422943,4540085,1464963.32
549,423419,4538782,1120980.22
550,423934,4540347,1582322.26
551,424697,4539951,1634931.44
552,424214,4538704,724387.9400000001
553,425268,4538594,1238339.1600000001
554,424682,4537672,805325.14
555,421463,4538203,4107562.9
556,422687,4538317,1833227.58
557,423859,4537531,724387.9400000001
558,421897,4536381,2840895.72
559,423098,4536076,2059851.74
560,424156,4536227,2015336.28
561,422115,4534713,1995101.98
562,425530,4537564,951012.1
563,425124,4536651,805325.14
564,425956,4536720,513951.22000000003
565,425321,4535749,801278.28
566,426126,4535787,906496.64
567,423494,4534621,1707774.9200000002
568,424522,4534596,1242386.02
569,424339,4532293,2618318.42
570,425475,4534621,1497338.2
571,425423,4533130,874121.76
572,426210,4533184,959105.8200000001
573,425261,4532016,829606.3
574,425671,4531946,752715.9600000001
575,426427,4531745,979340.12
576,423758,4530743,1614697.1400000001
577,424624.2425,4530191.83661,623216.4400000001
578,424637.29538,4530787.91807,493716.92000000004
579,422770,4529503,1234292.3
580,423954,4529250,1638978.3
581,425161,4530811,441107.74
582,425727,4530904,465388.9
583,426269,4530775,441107.74
584,425186,4529954,497763.78
585,425704,4529898,517998.08
586,426255,4529879,522044.94
587,425186,4529118,384451.7
588,425702,4529128,396592.28
589,426222,4529118,396592.28
590,426926,4530136,1914164.78
591,421409,4527939,1926305.36
592,422676,4527947,1643025.1600000001
593,423583,4528084,1153355.1
594,424356,4528105,995527.56
595,422376,4526894,2104367.2
596,423798,4526816,1416401
597,425116,4528175,955058.9600000001
598,425662,4528107,793184.56
599,426200,4528063,793184.56
600,424650,4526851,368264.26
601,425116,4526851,598935.28
602,425606,4526851,433014.02
603,426180,4526851,732481.66
604,426955,4528017,1096699.06
605,427743,4527975,1258573.46
606,426875,4526837,708200.5
607,427603,4526762,1068371.04
608,428592,4527047,2213632.42
609,419739,4524693,6272633
610,421182,4524941,2565709.24
611,422438,4525803,1602556.56
612,421870,4524523,687966.2000000001
613,422614,4524585,1521619.36
614,423621,4525745,861981.18
615,424238,4525872,473482.62
616,423578,4524566,1185729.98
617,424155,4524855,473482.62
618,424604,4525100,1040043.02
619,425192,4525845,1125027.08
620,426076,4525910,542279.24
621,425788,4525158,631310.16
622,426739,4525607,1307135.78
623,427776,4525416,1590415.98
624,425441,4524197,1185729.98
625,426239,4524302,683919.34
626,424610,4523466,513951.22000000003
627,425691,4523587,857934.3200000001
628,427442,4524456,1214058
629,427151,4523625,1736102.94
630,429028,4525164,1622790.86
631,428426,4523313,4071141.16
632,420160,4522488,1286901.48
633,421069,4522559,1906071.06
634,420787,4521197,1060277.32
635,421987,4522925,1671353.1800000002
636,422732,4522967,2011289.4200000002
637,421935,4521174,1351651.24
638,421764,4520331,2662833.88
639,423580,4522905,1133120.8
640,424021,4522637,570607.26
641,423720,4521975,441107.74
642,425329,4522456,2747817.94
643,424509,4521887,833653.16
644,423210,4520383,1493291.34
645,424246,4520646,3014910.7
646,426465,4521034,8834295.38
647,408726,4519896,3063473.02
648,407835,4518386,3350800.08
649,409363,4518683,2148882.66
650,407623,4516139,1829180.72
651,409027.5482,4517179.75029,4135890.92
652,410773,4517442,1493291.34
653,411805,4518171,5507776.46
654,412451,4515956,4176359.52
655,414548,4516031,2128648.36
656,407784.86674,4514542.1675,2181257.54
657,409092.98219,4514926.29664,2161023.24
658,410417,4515909,1679446.9000000001
659,410580,4514510,2407881.7
660,412295,4514369,3322472.06
661,414340,4514556,3371034.38
662,399413,4509957,4649842.140000001
663,403830,4513259,17114170.94
664,407251,4512978,3621939.7
665,403978,4509881,16393829.860000001
666,407494,4510155,9437277.52
667,409147,4513433,2221726.14
668,411085,4513487,1400213.56
669,409338,4512423,2120554.64
670,411323,4512407,2735677.36
671,409534,4511083,1582322.26
672,411516,4511089,3298190.9
673,409405,4509705,2630459
674,410992,4509239,1606603.4200000002
675,412234,4509779,2865176.88
676,409365,4508417,1254526.6
677,410872,4508466,1003621.28
678,399035,4508605,2395741.12
679,402359,4508052,3067519.88
680,399311,4507289,1404260.4200000002
681,400926,4507108,1404260.4200000002
682,403881,4506952,4265390.44
683,405958,4507158,963152.68
684,405452,4506259,1671353.1800000002
685,403621,4505324,3273909.74
686,405334,4505282,1351651.24
687,406952,4507757,1218104.86
688,406936,4506867,1274760.9000000001
689,406962,4506087,1173589.4000000001
690,407331,4505331,651544.46
691,408214,4507517,732481.66
692,409575,4507760,797231.42
693,409355,4507296,890309.2000000001
694,408200,4506777,562513.54
695,409308,4506731,959105.8200000001
696,408152,4506082,643450.74
697,409252,4506035,1299042.06
698,411649,4508003,2270288.46
699,410942,4507277,987433.8400000001
700,412230,4507280,457295.18
701,411037,4506681,938871.52
702,412349,4506791,716294.22
703,410989,4506059,1299042.06
704,412385,4506041,1015761.86
705,405763,4504080,886262.3400000001
706,405954.90254,4503136.5557,874121.76
707,406901,4504698,2177210.68
708,407099,4503114,2193398.12
709,408192,4505426,360170.54000000004
710,409208,4505305,756762.8200000001
711,409941,4505045,538232.38
712,408145,4504980,368264.26
713,409177,4504658,841746.88
714,408259,4504364,1031949.3
715,410989,4505213,1278807.76
716,410989,4504626,611075.86
717,410914,4504260,708200.5
718,412436.02447,4504894.73239,1566134.82
719,412315.36528,4503739.85162,987433.8400000001
720,409068,4503545,2925879.7800000003
721,408529,4502683,2076039.1800000002
722,411377,4503819,408732.86
723,410946,4503127,2096273.48
724,412227,4502933,894356.06
725,409397,4501490,2148882.66
726,411074,4501627,2302663.34
727,412037,4502000,546326.1
728,416690,4519597,5010012.68
729,419177,4520276,5301386.600000001
730,420280,4519239,1991055.12
731,421207,4518365,1954633.3800000001
732,421896,4518549,1323323.22
733,417079,4517585,9761026.32
734,417363,4514955,8255594.4
735,416256,4513542,793184.56
736,417335,4513440,1068371.04
737,419347,4516937,2840895.72
738,419299,4514657,1521619.36
739,419407,4513394,469435.76
740,420260,4516526,2027476.86
741,420901,4517049,526091.8
742,420864,4515620,299467.64
743,421744,4517052,785090.84
744,421472,4516375,776997.12
745,422234,4516352,513951.22000000003
746,421480,4515528,841746.88
747,422413,4515479,1023855.5800000001
748,420319,4515101,445154.60000000003
749,420314,4514309,785090.84
750,420318,4513535,562513.54
751,421170,4514196,598935.28
752,421517,4514669,740575.38
753,422436,4514623,918637.22
754,422069,4514035,279233.34
755,422503,4514060,113312.08
756,422815,4514035,267092.76
757,421298,4513487,716294.22
758,422102,4513447,396592.28
759,422494,4513418,174014.98
760,422846,4513690,121405.8
761,422801,4513363,186155.56
762,412852,4512752,2812567.7
763,413970,4512676,1796805.84
764,415686,4512745,3909266.7600000002
765,413225,4511130,647497.6
766,414288,4511545,1068371.04
767,414249,4510768,1262620.32
768,415771,4511364,1691587.48
769,417781,4512695,2545474.94
770,419341,4512708,1080511.62
771,420274,4512310,1529713.08
772,417493,4510983,2424069.14
773,418738,4511690,736528.52
774,418894,4510857,1663259.46
775,420237,4511028,1015761.86
776,421302,4512806,963152.68
777,421109,4511951,801278.28
778,421779,4511940,590841.56
779,422329,4512764,582747.84
780,422539,4511906,975293.26
781,421071,4510906,825559.4400000001
782,421845,4510913,736528.52
783,422482,4510902,546326.1
784,422958,4510898,218530.44
785,423288,4510869,424920.3
786,413243,4509570,744622.24
787,414238,4509567,2557615.52
788,415853,4509767,2634505.86
789,417250,4509880,2658787.02
790,418575,4509678,1485197.62
791,419482,4509644,1112886.5
792,420226,4509644,1659212.6
793,421372,4509974,1056230.46
794,421151,4509071,841746.88
795,421733,4509289,348029.96
796,422447,4510049,853887.4600000001
797,423320,4510044,513951.22000000003
798,422747,4509158,1339510.6600000001
799,423416,4509124,303514.5
800,413195,4508190,708200.5
801,413177,4507431,279233.34
802,413160,4506750,412779.72000000003
803,413149,4506041,356123.68
804,414150,4508190,1796805.84
805,415961,4508496,1023855.5800000001
806,415534,4507757,1286901.48
807,416440,4507694,615122.72
808,417112,4507953,1048136.74
809,414114,4506855,1655165.74
810,414642,4506556,279233.34
811,415865,4506728,1618744
812,416987,4506554,327795.66000000003
813,417852,4507895,1351651.24
814,418657,4507844,1266667.18
815,419282,4507959,623216.4400000001
816,417325,4506743,210436.72
817,417855,4506757,805325.14
818,418738,4506797,607029
819,419261,4506797,348029.96
820,417335,4505963,198296.14
821,417872,4505966,651544.46
822,418601,4505932,647497.6
823,419251,4505910,339936.24
824,419955,4508027,1384026.12
825,419825,4506899,671778.76
826,420546,4507422,246858.46000000002
827,420367,4506745,481576.34
828,419736,4505960,327795.66000000003
829,420285,4505915,619169.5800000001
830,421375,4508170,1606603.4200000002
831,420923,4506818,615122.72
832,421604,4507003,809372
833,420960,4505910,712247.36
834,422284,4507591,785090.84
835,422760,4507696,1436635.3
836,423415,4507688,720341.0800000001
837,422208,4506336,728434.8
838,423125,4506244,1027902.4400000001
839,413902,4506036,720341.0800000001
840,414615,4505986,578700.98
841,413117,4504716,776997.12
842,413829,4504776,1294995.2
843,414656,4504744,1299042.06
844,415763,4505970,1303088.92
845,416929,4505988,449201.46
846,415439,4505270,505857.5
847,416265,4505166,647497.6
848,416892,4505057,356123.68
849,415413,4504439,793184.56
850,416211,4504377,647497.6
851,416896,4504371,348029.96
852,417253,4505095,291373.92
853,417834,4505175,647497.6
854,417228,4504392,299467.64
855,417827,4504388,647497.6
856,418607,4505337,331842.52
857,418644,4504869,396592.28
858,419292,4505083,388498.56
859,418618,4504295,566560.4
860,419304,4504357,424920.3
861,419745,4505131,267092.76
862,420264,4505131,643450.74
863,419721,4504325,222577.30000000002
864,420245,4504311,651544.46
865,421103,4504873,1424494.72
866,421771,4504997,724387.9400000001
867,422597,4505095,1371885.54
868,423414,4505103,1056230.46
869,423153,4504043,870074.9
870,413106,4503371,724387.9400000001
871,413579,4503253,643450.74
872,414490,4503746,542279.24
873,414233,4503382,441107.74
874,414383,4502754,959105.8200000001
875,415330,4503328,687966.2000000001
876,415409,4502587,619169.5800000001
877,415947,4503670,558466.68
878,416281,4502924,772950.26
879,416830,4503264,696059.92
880,417181,4503123,602982.14
881,417804,4503547,647497.6
882,417796,4502715,651544.46
883,418636,4503468,643450.74
884,418614,4502707,643450.74
885,419289,4503072,756762.8200000001
886,419712,4503587,222577.30000000002
887,420227,4503355,635357.02
888,419715,4502732,327795.66000000003
889,420224,4502749,663685.04
890,420993,4502951,1541853.6600000001
891,422177,4503606,1865602.46
892,421259,4502160,602982.14
893,422509,4502474,1238339.1600000001
894,423396,4503354,453248.32
895,423594,4502530,473482.62
896,423655,4501937,271139.62
897,423558,4501064,356123.68
898,412964,4502551,242811.6
899,412629,4501611,2092226.62
900,413784,4501621,926730.9400000001
901,414051,4500931,663685.04
902,414335,4501982,679872.48
903,415095,4501528,922684.0800000001
904,415972,4501493,1934399.08
905,416733,4501541,716294.22
906,417231,4501896,242811.6
907,417201,4501106,380404.84
908,417835.01648,4501696.23858,926730.9400000001
909,417679.15505,4501026.61173,372311.12
910,418498,4501100,465388.9
911,418710,4501800,825559.4400000001
